Name; x; y; orientation; info; TimeEntry; TimeExit
-13556;18.97246;50.32065;137.99840;Obstacle;0;-1
-13570;21.76880;69.94961;214.12300;Obstacle;0;-1
-13584;-0.14242;35.95160;288.33500;Obstacle;0;-1
-13598;-8.50803;58.95861;43.04951;Obstacle;0;-1
-13612;-19.14211;56.16505;168.40050;Obstacle;0;-1
-13626;11.19470;73.79211;193.08460;Obstacle;0;-1
-13640;-6.15020;52.74325;9.70551;Obstacle;0;-1
-13654;23.45084;38.38699;166.40300;Obstacle;0;-1
-13668;-20.59882;67.79370;308.00980;Obstacle;0;-1
-13682;-3.35299;27.71558;135.95150;Obstacle;0;-1
-13696;22.51675;52.76350;239.30750;Obstacle;0;-1
-13710;11.04749;72.71170;154.18640;Obstacle;0;-1
-13724;10.56472;29.27079;65.23875;Obstacle;0;-1
-13738;-23.82030;56.47968;343.93730;Obstacle;0;-1
-13752;-24.67756;52.49821;200.16910;Obstacle;0;-1
-13766;-16.22401;50.24796;345.64580;Obstacle;0;-1
-13780;9.84033;37.69846;75.91797;Obstacle;0;-1
-13794;-11.51433;44.47245;61.61295;Obstacle;0;-1
-13808;9.33379;60.03532;155.38230;Obstacle;0;-1
-13822;0.97323;41.64288;268.84400;Obstacle;0;-1
-13836;9.67287;46.31223;71.14132;Obstacle;0;-1
-13850;-7.52772;50.80207;231.12880;Obstacle;0;-1
-13864;17.56471;35.43839;92.10199;Obstacle;0;-1
-13878;9.25583;51.42432;96.84216;Obstacle;0;-1
-13892;-24.49509;57.65061;45.78586;Obstacle;0;-1
-13906;11.69304;69.86507;121.00140;Obstacle;0;-1
-13920;-15.99609;59.14275;245.10020;Obstacle;0;-1
-13934;-13.46765;57.61945;97.83783;Obstacle;0;-1
-13948;15.56800;69.06503;10.65637;Obstacle;0;-1
-13962;7.78024;55.52745;175.10520;Obstacle;0;-1
-13976;-5.18716;55.85940;211.24390;Obstacle;0;-1
-13990;18.37642;46.50142;10.71723;Obstacle;0;-1
-14004;-4.05770;28.49330;189.29240;Obstacle;0;-1
-14018;1.62469;73.47153;152.16390;Obstacle;0;-1
-14032;-8.14801;60.39837;41.14014;Obstacle;0;-1
-14046;15.74076;46.87674;322.80260;Obstacle;0;-1
-14060;-9.40010;73.02829;162.85640;Obstacle;0;-1
-14074;-1.75664;58.72650;200.71680;Obstacle;0;-1
-14088;11.54473;42.79960;72.75657;Obstacle;0;-1
-14102;-14.08120;53.31394;1.38159;Obstacle;0;-1
-14116;19.42114;58.47017;261.06880;Obstacle;0;-1
-14130;-24.59336;65.95160;94.97538;Obstacle;0;-1
-14144;8.56858;66.52509;334.73400;Obstacle;0;-1
-14158;-14.88004;53.18082;285.22710;Obstacle;0;-1
-14172;-4.47395;70.90408;152.93670;Obstacle;0;-1
-14186;19.14857;74.74158;98.99689;Obstacle;0;-1
-14200;-16.94286;36.84720;230.04780;Obstacle;0;-1
-14214;-3.37079;54.48265;257.06650;Obstacle;0;-1
-14228;28.03681;71.52705;27.97632;Obstacle;0;-1
-14242;43.79222;63.01752;249.74430;Obstacle;0;-1
-14256;62.43056;45.65607;291.17550;Obstacle;0;-1
-14270;41.81176;45.47328;196.71520;Obstacle;0;-1
-14284;64.84254;68.20273;64.44494;Obstacle;0;-1
-14298;37.00172;47.06638;234.49370;Obstacle;0;-1
-14312;25.13683;60.64068;209.20460;Obstacle;0;-1
-14326;55.28723;52.49960;104.59820;Obstacle;0;-1
-14340;65.20355;32.32030;218.32500;Obstacle;0;-1
-14354;31.02227;57.74680;262.72320;Obstacle;0;-1
-14368;45.36150;49.03612;249.27000;Obstacle;0;-1
-14382;60.79594;31.95534;218.84330;Obstacle;0;-1
-14396;27.40010;57.83212;210.08230;Obstacle;0;-1
-14410;52.06372;36.81468;65.44100;Obstacle;0;-1
-14424;74.87547;29.58642;316.41550;Obstacle;0;-1
-14438;37.54701;48.29264;258.73370;Obstacle;0;-1
-14452;63.65852;36.04916;37.27285;Obstacle;0;-1
-14466;28.08540;74.46506;57.15568;Obstacle;0;-1
-14480;28.71424;60.80622;279.00370;Obstacle;0;-1
-14494;50.69817;27.93060;341.77650;Obstacle;0;-1
-14508;64.58260;47.63483;200.22610;Obstacle;0;-1
-14522;70.19547;57.20890;322.20570;Obstacle;0;-1
-14536;37.52298;34.25409;58.74462;Obstacle;0;-1
-14550;72.70763;53.32395;45.47236;Obstacle;0;-1
-14564;49.06817;74.24223;130.39580;Obstacle;0;-1
-14578;67.99739;69.86601;237.25620;Obstacle;0;-1
-14592;46.81485;62.52720;32.13675;Obstacle;0;-1
-14606;58.69181;52.45211;74.88929;Obstacle;0;-1
-14620;57.47242;31.34594;253.19890;Obstacle;0;-1
-14634;39.57469;72.17845;241.92340;Obstacle;0;-1
-14648;33.37304;72.92358;117.58550;Obstacle;0;-1
-14662;74.50755;26.92170;76.93845;Obstacle;0;-1
-14676;62.32426;53.32288;56.18081;Obstacle;0;-1
-14690;45.87015;58.30132;141.94110;Obstacle;0;-1
-14704;31.67658;63.89779;0.86125;Obstacle;0;-1
-14718;38.92631;52.73807;151.02350;Obstacle;0;-1
-14732;61.48490;62.77609;143.84520;Obstacle;0;-1
-14746;46.32272;37.65171;79.05945;Obstacle;0;-1
-14760;65.51691;30.96649;234.80470;Obstacle;0;-1
-14774;56.86608;48.97035;114.30970;Obstacle;0;-1
-14788;45.78279;49.79520;209.01520;Obstacle;0;-1
-14802;63.64440;32.38048;225.80590;Obstacle;0;-1
-14816;41.28613;74.87448;147.76640;Obstacle;0;-1
-14830;71.82843;72.57098;306.84800;Obstacle;0;-1
-14844;41.22545;46.82328;315.89770;Obstacle;0;-1
-14858;29.81564;44.99120;355.49190;Obstacle;0;-1
-14872;54.34798;43.05499;274.69100;Obstacle;0;-1
-14886;52.18787;31.29146;320.01500;Obstacle;0;-1
-14900;-59.62456;-14.48656;81.05803;Obstacle;0;-1
-14914;-35.68748;-0.71774;319.75620;Obstacle;0;-1
-14928;-72.64549;-19.29892;13.22391;Obstacle;0;-1
-14942;-29.72089;-20.81763;337.49250;Obstacle;0;-1
-14956;-28.77759;21.25099;151.44500;Obstacle;0;-1
-14970;-69.74939;22.63919;329.63940;Obstacle;0;-1
-14984;-53.43261;19.94246;115.77230;Obstacle;0;-1
-14998;-40.00880;11.55110;285.33920;Obstacle;0;-1
-15012;-28.65362;13.20873;83.12057;Obstacle;0;-1
-15026;-69.23801;16.33393;83.52544;Obstacle;0;-1
-15040;-58.57094;-7.52647;38.99973;Obstacle;0;-1
-15054;-26.20053;-12.01817;120.34670;Obstacle;0;-1
-15068;-30.43441;-7.53795;154.28280;Obstacle;0;-1
-15082;-70.35725;21.36576;0.76344;Obstacle;0;-1
-15096;-63.68642;12.04184;336.25860;Obstacle;0;-1
-15110;-36.03191;14.75748;7.45734;Obstacle;0;-1
-15124;-56.67133;13.61514;257.14320;Obstacle;0;-1
-15138;-65.62943;12.48015;216.89970;Obstacle;0;-1
-15152;-29.46762;-14.32233;344.56160;Obstacle;0;-1
-15166;-39.45870;21.42891;152.05450;Obstacle;0;-1
-15180;-70.49507;22.48609;275.24210;Obstacle;0;-1
-15194;-66.20683;-11.87641;177.78480;Obstacle;0;-1
-15208;-61.71300;5.11564;188.47870;Obstacle;0;-1
-15222;-54.25709;-19.51807;238.31780;Obstacle;0;-1
-15236;-48.72023;-10.66922;321.44820;Obstacle;0;-1
-15250;-38.80798;2.99216;37.34089;Obstacle;0;-1
-15264;-67.74776;-6.78360;36.90129;Obstacle;0;-1
-15278;-42.79213;15.00832;38.03452;Obstacle;0;-1
-15292;-62.88637;-9.82421;113.41480;Obstacle;0;-1
-15306;-54.57201;24.23178;134.77760;Obstacle;0;-1
-15320;-35.79501;-8.20388;287.06360;Obstacle;0;-1
-15334;-41.48921;-1.34057;86.28932;Obstacle;0;-1
-15348;-66.85648;-4.25173;245.13640;Obstacle;0;-1
-15362;-71.75269;11.62724;330.90180;Obstacle;0;-1
-15376;-43.10437;-10.09224;224.20940;Obstacle;0;-1
-15390;-59.63883;24.17452;104.53980;Obstacle;0;-1
-15404;-48.78764;20.57674;179.14190;Obstacle;0;-1
-15418;-65.33843;-19.36822;290.11390;Obstacle;0;-1
-15432;-41.45836;19.08399;170.84610;Obstacle;0;-1
-15446;-46.90311;1.50576;225.54430;Obstacle;0;-1
-15460;-40.10411;0.41985;162.44740;Obstacle;0;-1
-15474;-61.10110;-13.16888;160.85070;Obstacle;0;-1
-15488;-47.64974;-23.73962;316.75760;Obstacle;0;-1
-15502;-58.54039;-22.07457;146.27790;Obstacle;0;-1
-15516;-34.93544;-3.41958;241.89370;Obstacle;0;-1
-15530;-74.14830;11.30133;1.45430;Obstacle;0;-1
-15544;-49.39951;24.10931;61.92955;Obstacle;0;-1
-15558;-68.89787;-8.06591;234.51110;Obstacle;0;-1
-15572;-51.31283;63.29265;271.00250;Obstacle;0;-1
-15586;-37.90070;49.44447;167.56430;Obstacle;0;-1
-15600;-58.29426;25.99964;83.81753;Obstacle;0;-1
-15614;-45.27905;42.34576;0.01076;Obstacle;0;-1
