Time; trial; trial_with_repeats; phase; close_active; middle_active; far_active; correct_target; interval; player_x_arduino; player_y_arduino; player_x; player_z; player_orientation
1092;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1098;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1104;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1109;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1122;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1128;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1139;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1145;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1159;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1164;0;0;1;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1169;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1192;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1213;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1229;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1235;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1241;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1246;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1261;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1267;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1273;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1279;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1284;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1298;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1304;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1309;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1314;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1320;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1334;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1340;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1345;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1359;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1376;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1381;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1386;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1392;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1407;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1412;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1418;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1423;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1429;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1442;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1448;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1454;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1459;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1465;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1491;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1497;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1510;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1525;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1531;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1537;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1543;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1548;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1562;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1566;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1572;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1577;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1583;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1597;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1602;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1608;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1613;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1619;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1632;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1637;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1643;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1648;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1662;0;0;2;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1675;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1690;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1709;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1723;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1729;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1734;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1740;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1745;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1758;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1763;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1769;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1774;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1780;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1799;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1806;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1819;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1833;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1839;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1844;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1850;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1855;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1868;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1873;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1879;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1885;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1891;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1905;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1917;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1926;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1939;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1945;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1951;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1956;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1970;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1984;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1990;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
1995;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2000;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2006;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2023;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2029;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2034;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2040;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2053;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2058;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2064;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2069;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2075;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2089;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2094;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2100;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2106;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2112;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2132;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2138;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2144;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2149;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2164;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2169;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2174;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2180;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2185;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2199;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2205;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2210;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2216;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2222;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2239;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2244;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2249;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2254;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2274;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2289;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2303;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2308;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2313;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2318;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2324;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2338;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2347;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2353;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2359;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2373;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2377;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2383;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2389;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2394;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2408;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2413;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2419;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2425;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2438;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2454;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2459;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2465;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2471;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2486;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2491;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2496;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2501;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2507;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2521;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2526;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2531;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2536;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2542;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2560;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2566;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2571;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2576;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2590;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2596;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2601;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2606;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2612;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2626;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2631;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2637;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2642;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2647;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2660;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2671;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2676;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2682;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2696;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2700;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2706;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2711;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
2716;0;0;3;True;False;False;Fruit_right_close;0.5006306;0.0000000;0.0000000;0.0000000;0.0000000;0.0000000
